id,link,zimu_num,shuzi,zifu_num,label
1,http://espdesign.com.au,18,0,5,redirect
2,http://iamagameaddict.com,21,0,4,redirect
3,http://kalantzis.net,16,0,4,redirect
4,http://slightlyoffcenter.net,24,0,4,redirect
5,http://tubemoviez.com,17,0,4,redirect
6,http://ipl.hk,9,0,4,redirect
7,http://pos-kupang.com/,16,0,6,redirect
8,http://rupor.info,13,0,4,redirect
9,http://officeon.ch.ma/office.js?google_ad_format=728x90_as,41,5,12,redirect
10,http://sunlux.net/company/about.html,29,0,7,redirect
11,http://outporn.com,14,0,4,redirect
12,http://timothycopus.aimoo.com,24,0,5,Trojan
13,http://orbowlada.strefa.pl/text396.htm,28,3,7,redirect
14,http://ruiyangcn.com,16,0,4,redirect
15,http://zkic.com,11,0,4,redirect
16,http://cracks.vg/d1.php,16,1,6,redirect
17,http://juicypussyclips.com,22,0,4,redirect
18,http://nuptialimages.com,20,0,4,redirect
19,http://bezproudoff.cz,17,0,4,redirect
20,http://ceskarepublika.net,21,0,4,redirect
21,http://hotspot.cz,13,0,4,redirect
22,http://www.gmcjjh.org/DHL,19,0,6,Trojan
23,http://nerez-schodiste-zabradli.com,29,0,6,redirect
24,http://nordiccountry.cz,19,0,4,redirect
25,http://nowina.info,14,0,4,redirect
26,http://obada-konstruktiwa.org,24,0,5,redirect
27,http://otylkaaotesanek.cz,21,0,4,redirect
28,http://pb-webdesign.net,18,0,5,redirect
29,http://pension-helene.cz,19,0,5,redirect
30,http://podzemi.myotis.info,21,0,5,redirect
31,http://smrcek.com,13,0,4,redirect
32,http://spekband.com,15,0,4,redirect
33,http://worldgymperu.com,19,0,4,redirect
34,http://zgsysz.com,13,0,4,redirect
35,http://oknarai.ru,13,0,4,redirect
36,http://www.realinnovation.com/css/menu.js,33,0,8,redirect
37,http://hardcorepornparty.com,24,0,4,redirect
38,http://zous.szm.sk,13,0,5,redirect
39,http://noveslovo.com,16,0,4,redirect
40,http://dimsnetwork.com,18,0,4,redirect
41,http://luckyblank.info,18,0,4,redirect
42,http://luckyclean.info,18,0,4,redirect
43,http://luckyclear.info,18,0,4,redirect
44,http://luckyeffect.info,19,0,4,redirect
45,http://luckyhalo.info,17,0,4,redirect
46,http://luckypure.info,17,0,4,redirect
47,http://luckyshine.info,18,0,4,redirect
48,http://luckysuccess.info,20,0,4,redirect
49,http://luckysure.info,17,0,4,redirect
50,http://luckytidy.info,17,0,4,redirect
51,http://nudebeachgalleries.net,25,0,4,redirect
52,http://buffalogoesout.com,21,0,4,redirect
53,http://achren.org,13,0,4,redirect
54,http://associatesexports.com,24,0,4,redirect
55,http://antalya.ru/links/,18,0,6,redirect
56,http://conds.ru,11,0,4,redirect
57,http://img001.com/business/qiji.exe,25,3,7,Trojan
58,http://unalbilgisayar.com,21,0,4,redirect
59,http://www.t-sb.net,13,0,6,redirect
60,http://hanulsms.com,15,0,4,redirect
61,http://semengineers.com,19,0,4,redirect
62,http://srslogisticts.com,20,0,4,redirect
63,http://tendersource.com,19,0,4,redirect
64,http://traff1.com/in.cgi?5,17,2,7,Trojan
65,http://web-olymp.ru,14,0,5,redirect
66,http://oprahsearch.com/scripts/net19.exe,31,2,7,Trojan
67,http://somnoy.com,13,0,4,redirect
68,http://nadegda-95.ru,13,2,5,redirect
69,http://romsigmed.ro,15,0,4,redirect
70,http://spatsz.com,13,0,4,redirect
71,http://svetyivanrilski.com,22,0,4,redirect
72,http://titon.info,13,0,4,redirect
73,http://tophostbg.net,16,0,4,redirect
74,http://vivaweb.org,14,0,4,redirect
75,http://vocational-training.us,24,0,5,redirect
76,http://warco.pl,11,0,4,redirect
77,http://bde.be,9,0,4,redirect
78,http://pwvita.pl,12,0,4,redirect
