url,zimu_num,shuzi,zifu_num,url_T_zifu_num,inner,out,sum,bili,req_type_num,hanjian_host_num,iframe_num,eval_num,location_num,setTimeout_num,setInterval_num,scriptObjectsrc_num,scriptObjectsetAttribute_num,scriptObjectinnerHTML_num,windowopen_num
http://www.espdesign.com.au,21,0,6,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
http://www.iamagameaddict.com,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.kalantzis.net,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.slightlyoffcenter.net,27,0,5,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0
http://www.tubemoviez.com,20,0,5,0,41,10,51,0.803922,4,1,0,0,8,0,0,0,0,0,0
http://www.ipl.hk,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.pos-kupang.com/,19,0,7,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.rupor.info,16,0,5,0,100,123,223,0.44843,47,31,1,1,4,0,0,0,0,0,2
http://www.officeon.ch.ma/office.js?google_ad_format=728x90_as,44,5,13,5,,,,,,,0,0,3,1,0,0,0,0,1
http://www.sunlux.net/company/about.html,32,0,8,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.outporn.com,17,0,5,0,0,26,26,0,3,2,0,0,2,0,1,0,0,0,0
http://www.timothycopus.aimoo.com,27,0,6,0,2,0,2,1,1,1,0,0,1,0,0,0,0,0,0
http://www.orbowlada.strefa.pl/text396.htm,31,3,8,0,,,,,,,18,0,45,10,0,0,0,0,4
http://www.ruiyangcn.com,19,0,5,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.zkic.com,14,0,5,0,16,7,23,0.695652,5,2,0,0,0,0,0,0,0,0,0
http://www.cracks.vg/d1.php,19,1,7,0,,,,,,,0,0,0,0,0,0,0,0,0
http://www.juicypussyclips.com,25,0,5,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.nuptialimages.com,23,0,5,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.bezproudoff.cz,20,0,5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
http://www.ceskarepublika.net,24,0,5,0,,,,,,,0,0,0,0,0,0,0,0,0
http://www.hotspot.cz,16,0,5,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0
http://www.gmcjjh.org/DHL,19,0,6,0,,,,,,,0,0,0,0,0,0,0,0,0
http://www.nerez-schodiste-zabradli.com,32,0,7,2,,,,,,,0,0,1,0,0,0,0,0,0
http://www.nordiccountry.cz,22,0,5,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.nowina.info,17,0,5,0,12,1,13,0.923077,2,1,0,0,1,0,0,0,0,0,0
http://www.obada-konstruktiwa.org,27,0,6,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.otylkaaotesanek.cz,24,0,5,0,8,0,8,1,1,0,0,0,0,0,0,0,0,0,0
http://www.pb-webdesign.net,21,0,6,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
http://www.pension-helene.cz,22,0,6,1,7,0,7,1,1,0,0,0,0,0,0,0,0,0,0
http://www.podzemi.myotis.info,24,0,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
http://www.smrcek.com,16,0,5,0,10,7,17,0.588235,3,1,0,0,0,0,0,0,0,0,0
http://www.spekband.com,18,0,5,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.worldgymperu.com,22,0,5,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.zgsysz.com,16,0,5,0,,,,,,,2,0,4,1,0,0,0,0,1
http://www.oknarai.ru,16,0,5,0,15,54,69,0.217391,24,11,0,0,1,0,1,0,0,0,1
http://www.realinnovation.com/css/menu.js,33,0,8,0,6,2,8,0.75,5,1,0,0,4,0,0,0,0,0,0
http://www.hardcorepornparty.com,27,0,5,0,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.zous.szm.sk,16,0,6,0,,,,,,,0,0,2,0,0,0,0,0,0
http://www.noveslovo.com,19,0,5,0,15,2,17,0.882353,3,2,0,0,2,0,0,0,0,0,0
http://www.dimsnetwork.com,21,0,5,0,1,201,202,0.00495,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.luckyblank.info,21,0,5,0,1,201,202,0.00495,7,3,0,0,1,0,0,0,0,0,1
http://www.luckyclean.info,21,0,5,0,1,201,202,0.00495,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.luckyclear.info,21,0,5,0,1,201,202,0.00495,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.luckyeffect.info,22,0,5,0,1,201,202,0.00495,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.luckyhalo.info,20,0,5,0,1,201,202,0.00495,7,3,2,0,1,0,0,0,0,0,0
http://www.luckypure.info,20,0,5,0,1,201,202,0.00495,7,3,0,0,1,0,0,0,0,0,1
http://www.luckyshine.info,21,0,5,0,1,201,202,0.00495,7,3,0,0,0,0,0,0,0,0,0
http://www.luckysuccess.info,23,0,5,0,1,201,202,0.00495,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.luckysure.info,20,0,5,0,1,201,202,0.00495,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
